name,link,severity,package,version,fixedBy
CVE-2024-26458,https://avd.aquasec.com/nvd/cve-2024-26458,LOW,libgssapi-krb5-2,1.21.3-5,
CVE-2024-26461,https://avd.aquasec.com/nvd/cve-2024-26461,LOW,libgssapi-krb5-2,1.21.3-5,
CVE-2018-5709,https://avd.aquasec.com/nvd/cve-2018-5709,LOW,libgssrpc4t64,1.21.3-5,
CVE-2024-26458,https://avd.aquasec.com/nvd/cve-2024-26458,LOW,libgssrpc4t64,1.21.3-5,
CVE-2024-26461,https://avd.aquasec.com/nvd/cve-2024-26461,LOW,libgssrpc4t64,1.21.3-5,
CVE-2020-36325,https://avd.aquasec.com/nvd/cve-2020-36325,LOW,libjansson4,2.14-2+b3,
CVE-2017-9937,https://avd.aquasec.com/nvd/cve-2017-9937,LOW,libjbig-dev,2.1-6.1+b2,
CVE-2017-9937,https://avd.aquasec.com/nvd/cve-2017-9937,LOW,libjbig0,2.1-6.1+b2,
CVE-2018-5709,https://avd.aquasec.com/nvd/cve-2018-5709,LOW,libk5crypto3,1.21.3-5,
CVE-2024-26458,https://avd.aquasec.com/nvd/cve-2024-26458,LOW,libk5crypto3,1.21.3-5,
CVE-2024-26461,https://avd.aquasec.com/nvd/cve-2024-26461,LOW,libk5crypto3,1.21.3-5,
CVE-2018-5709,https://avd.aquasec.com/nvd/cve-2018-5709,LOW,libkadm5clnt-mit12,1.21.3-5,
CVE-2024-26458,https://avd.aquasec.com/nvd/cve-2024-26458,LOW,libkadm5clnt-mit12,1.21.3-5,
CVE-2024-26461,https://avd.aquasec.com/nvd/cve-2024-26461,LOW,libkadm5clnt-mit12,1.21.3-5,
CVE-2018-5709,https://avd.aquasec.com/nvd/cve-2018-5709,LOW,libkadm5srv-mit12,1.21.3-5,
CVE-2024-26458,https://avd.aquasec.com/nvd/cve-2024-26458,LOW,libkadm5srv-mit12,1.21.3-5,
CVE-2024-26461,https://avd.aquasec.com/nvd/cve-2024-26461,LOW,libkadm5srv-mit12,1.21.3-5,
CVE-2018-5709,https://avd.aquasec.com/nvd/cve-2018-5709,LOW,libkdb5-10t64,1.21.3-5,
CVE-2024-26458,https://avd.aquasec.com/nvd/cve-2024-26458,LOW,libkdb5-10t64,1.21.3-5,
CVE-2024-26461,https://avd.aquasec.com/nvd/cve-2024-26461,LOW,libkdb5-10t64,1.21.3-5,
CVE-2018-5709,https://avd.aquasec.com/nvd/cve-2018-5709,LOW,libkrb5-3,1.21.3-5,
CVE-2024-26458,https://avd.aquasec.com/nvd/cve-2024-26458,LOW,libkrb5-3,1.21.3-5,
CVE-2024-26461,https://avd.aquasec.com/nvd/cve-2024-26461,LOW,libkrb5-3,1.21.3-5,
CVE-2018-5709,https://avd.aquasec.com/nvd/cve-2018-5709,LOW,libkrb5-dev,1.21.3-5,
CVE-2024-26458,https://avd.aquasec.com/nvd/cve-2024-26458,LOW,libkrb5-dev,1.21.3-5,
CVE-2024-26461,https://avd.aquasec.com/nvd/cve-2024-26461,LOW,libkrb5-dev,1.21.3-5,
CVE-2018-5709,https://avd.aquasec.com/nvd/cve-2018-5709,LOW,libkrb5support0,1.21.3-5,
CVE-2024-26458,https://avd.aquasec.com/nvd/cve-2024-26458,LOW,libkrb5support0,1.21.3-5,
CVE-2024-26461,https://avd.aquasec.com/nvd/cve-2024-26461,LOW,libkrb5support0,1.21.3-5,
CVE-2022-0563,https://avd.aquasec.com/nvd/cve-2022-0563,LOW,liblastlog2-2,2.41-5,
CVE-2025-29070,https://avd.aquasec.com/nvd/cve-2025-29070,LOW,liblcms2-2,2.16-2,
CVE-2025-29070,https://avd.aquasec.com/nvd/cve-2025-29070,LOW,liblcms2-dev,2.16-2,
CVE-2015-3276,https://avd.aquasec.com/nvd/cve-2015-3276,LOW,libldap-dev,2.6.10+dfsg-1,
CVE-2017-14159,https://avd.aquasec.com/nvd/cve-2017-14159,LOW,libldap-dev,2.6.10+dfsg-1,
CVE-2017-17740,https://avd.aquasec.com/nvd/cve-2017-17740,LOW,libldap-dev,2.6.10+dfsg-1,
CVE-2020-15719,https://avd.aquasec.com/nvd/cve-2020-15719,LOW,libldap-dev,2.6.10+dfsg-1,
CVE-2015-3276,https://avd.aquasec.com/nvd/cve-2015-3276,LOW,libldap2,2.6.10+dfsg-1,
CVE-2017-14159,https://avd.aquasec.com/nvd/cve-2017-14159,LOW,libldap2,2.6.10+dfsg-1,
CVE-2017-17740,https://avd.aquasec.com/nvd/cve-2017-17740,LOW,libldap2,2.6.10+dfsg-1,
CVE-2020-15719,https://avd.aquasec.com/nvd/cve-2020-15719,LOW,libldap2,2.6.10+dfsg-1,
CVE-2005-0406,https://avd.aquasec.com/nvd/cve-2005-0406,LOW,libmagickcore-7-arch-config,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2008-3134,https://avd.aquasec.com/nvd/cve-2008-3134,LOW,libmagickcore-7-arch-config,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2016-8678,https://avd.aquasec.com/nvd/cve-2016-8678,LOW,libmagickcore-7-arch-config,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11754,https://avd.aquasec.com/nvd/cve-2017-11754,LOW,libmagickcore-7-arch-config,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11755,https://avd.aquasec.com/nvd/cve-2017-11755,LOW,libmagickcore-7-arch-config,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-7275,https://avd.aquasec.com/nvd/cve-2017-7275,LOW,libmagickcore-7-arch-config,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2018-15607,https://avd.aquasec.com/nvd/cve-2018-15607,LOW,libmagickcore-7-arch-config,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2023-34152,https://avd.aquasec.com/nvd/cve-2023-34152,LOW,libmagickcore-7-arch-config,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2025-55160,https://avd.aquasec.com/nvd/cve-2025-55160,LOW,libmagickcore-7-arch-config,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2005-0406,https://avd.aquasec.com/nvd/cve-2005-0406,LOW,libmagickcore-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2008-3134,https://avd.aquasec.com/nvd/cve-2008-3134,LOW,libmagickcore-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2016-8678,https://avd.aquasec.com/nvd/cve-2016-8678,LOW,libmagickcore-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11754,https://avd.aquasec.com/nvd/cve-2017-11754,LOW,libmagickcore-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11755,https://avd.aquasec.com/nvd/cve-2017-11755,LOW,libmagickcore-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-7275,https://avd.aquasec.com/nvd/cve-2017-7275,LOW,libmagickcore-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2018-15607,https://avd.aquasec.com/nvd/cve-2018-15607,LOW,libmagickcore-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2023-34152,https://avd.aquasec.com/nvd/cve-2023-34152,LOW,libmagickcore-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2025-55160,https://avd.aquasec.com/nvd/cve-2025-55160,LOW,libmagickcore-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2005-0406,https://avd.aquasec.com/nvd/cve-2005-0406,LOW,libmagickcore-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2008-3134,https://avd.aquasec.com/nvd/cve-2008-3134,LOW,libmagickcore-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2016-8678,https://avd.aquasec.com/nvd/cve-2016-8678,LOW,libmagickcore-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11754,https://avd.aquasec.com/nvd/cve-2017-11754,LOW,libmagickcore-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11755,https://avd.aquasec.com/nvd/cve-2017-11755,LOW,libmagickcore-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-7275,https://avd.aquasec.com/nvd/cve-2017-7275,LOW,libmagickcore-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2018-15607,https://avd.aquasec.com/nvd/cve-2018-15607,LOW,libmagickcore-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2023-34152,https://avd.aquasec.com/nvd/cve-2023-34152,LOW,libmagickcore-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2025-55160,https://avd.aquasec.com/nvd/cve-2025-55160,LOW,libmagickcore-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2005-0406,https://avd.aquasec.com/nvd/cve-2005-0406,LOW,libmagickcore-7.q16-10-extra,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2008-3134,https://avd.aquasec.com/nvd/cve-2008-3134,LOW,libmagickcore-7.q16-10-extra,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2016-8678,https://avd.aquasec.com/nvd/cve-2016-8678,LOW,libmagickcore-7.q16-10-extra,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11754,https://avd.aquasec.com/nvd/cve-2017-11754,LOW,libmagickcore-7.q16-10-extra,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11755,https://avd.aquasec.com/nvd/cve-2017-11755,LOW,libmagickcore-7.q16-10-extra,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-7275,https://avd.aquasec.com/nvd/cve-2017-7275,LOW,libmagickcore-7.q16-10-extra,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2018-15607,https://avd.aquasec.com/nvd/cve-2018-15607,LOW,libmagickcore-7.q16-10-extra,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2023-34152,https://avd.aquasec.com/nvd/cve-2023-34152,LOW,libmagickcore-7.q16-10-extra,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2025-55160,https://avd.aquasec.com/nvd/cve-2025-55160,LOW,libmagickcore-7.q16-10-extra,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2005-0406,https://avd.aquasec.com/nvd/cve-2005-0406,LOW,libmagickcore-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2008-3134,https://avd.aquasec.com/nvd/cve-2008-3134,LOW,libmagickcore-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2016-8678,https://avd.aquasec.com/nvd/cve-2016-8678,LOW,libmagickcore-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11754,https://avd.aquasec.com/nvd/cve-2017-11754,LOW,libmagickcore-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11755,https://avd.aquasec.com/nvd/cve-2017-11755,LOW,libmagickcore-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-7275,https://avd.aquasec.com/nvd/cve-2017-7275,LOW,libmagickcore-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2018-15607,https://avd.aquasec.com/nvd/cve-2018-15607,LOW,libmagickcore-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2023-34152,https://avd.aquasec.com/nvd/cve-2023-34152,LOW,libmagickcore-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2025-55160,https://avd.aquasec.com/nvd/cve-2025-55160,LOW,libmagickcore-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2005-0406,https://avd.aquasec.com/nvd/cve-2005-0406,LOW,libmagickcore-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2008-3134,https://avd.aquasec.com/nvd/cve-2008-3134,LOW,libmagickcore-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2016-8678,https://avd.aquasec.com/nvd/cve-2016-8678,LOW,libmagickcore-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11754,https://avd.aquasec.com/nvd/cve-2017-11754,LOW,libmagickcore-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11755,https://avd.aquasec.com/nvd/cve-2017-11755,LOW,libmagickcore-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-7275,https://avd.aquasec.com/nvd/cve-2017-7275,LOW,libmagickcore-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2018-15607,https://avd.aquasec.com/nvd/cve-2018-15607,LOW,libmagickcore-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2023-34152,https://avd.aquasec.com/nvd/cve-2023-34152,LOW,libmagickcore-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2025-55160,https://avd.aquasec.com/nvd/cve-2025-55160,LOW,libmagickcore-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2005-0406,https://avd.aquasec.com/nvd/cve-2005-0406,LOW,libmagickwand-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2008-3134,https://avd.aquasec.com/nvd/cve-2008-3134,LOW,libmagickwand-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2016-8678,https://avd.aquasec.com/nvd/cve-2016-8678,LOW,libmagickwand-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11754,https://avd.aquasec.com/nvd/cve-2017-11754,LOW,libmagickwand-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11755,https://avd.aquasec.com/nvd/cve-2017-11755,LOW,libmagickwand-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-7275,https://avd.aquasec.com/nvd/cve-2017-7275,LOW,libmagickwand-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2018-15607,https://avd.aquasec.com/nvd/cve-2018-15607,LOW,libmagickwand-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2023-34152,https://avd.aquasec.com/nvd/cve-2023-34152,LOW,libmagickwand-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2025-55160,https://avd.aquasec.com/nvd/cve-2025-55160,LOW,libmagickwand-7-headers,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2005-0406,https://avd.aquasec.com/nvd/cve-2005-0406,LOW,libmagickwand-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2008-3134,https://avd.aquasec.com/nvd/cve-2008-3134,LOW,libmagickwand-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2016-8678,https://avd.aquasec.com/nvd/cve-2016-8678,LOW,libmagickwand-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11754,https://avd.aquasec.com/nvd/cve-2017-11754,LOW,libmagickwand-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11755,https://avd.aquasec.com/nvd/cve-2017-11755,LOW,libmagickwand-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-7275,https://avd.aquasec.com/nvd/cve-2017-7275,LOW,libmagickwand-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2018-15607,https://avd.aquasec.com/nvd/cve-2018-15607,LOW,libmagickwand-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2023-34152,https://avd.aquasec.com/nvd/cve-2023-34152,LOW,libmagickwand-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2025-55160,https://avd.aquasec.com/nvd/cve-2025-55160,LOW,libmagickwand-7.q16-10,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2005-0406,https://avd.aquasec.com/nvd/cve-2005-0406,LOW,libmagickwand-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2008-3134,https://avd.aquasec.com/nvd/cve-2008-3134,LOW,libmagickwand-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2016-8678,https://avd.aquasec.com/nvd/cve-2016-8678,LOW,libmagickwand-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11754,https://avd.aquasec.com/nvd/cve-2017-11754,LOW,libmagickwand-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11755,https://avd.aquasec.com/nvd/cve-2017-11755,LOW,libmagickwand-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-7275,https://avd.aquasec.com/nvd/cve-2017-7275,LOW,libmagickwand-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2018-15607,https://avd.aquasec.com/nvd/cve-2018-15607,LOW,libmagickwand-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2023-34152,https://avd.aquasec.com/nvd/cve-2023-34152,LOW,libmagickwand-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2025-55160,https://avd.aquasec.com/nvd/cve-2025-55160,LOW,libmagickwand-7.q16-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2005-0406,https://avd.aquasec.com/nvd/cve-2005-0406,LOW,libmagickwand-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2008-3134,https://avd.aquasec.com/nvd/cve-2008-3134,LOW,libmagickwand-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2016-8678,https://avd.aquasec.com/nvd/cve-2016-8678,LOW,libmagickwand-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11754,https://avd.aquasec.com/nvd/cve-2017-11754,LOW,libmagickwand-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-11755,https://avd.aquasec.com/nvd/cve-2017-11755,LOW,libmagickwand-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2017-7275,https://avd.aquasec.com/nvd/cve-2017-7275,LOW,libmagickwand-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2018-15607,https://avd.aquasec.com/nvd/cve-2018-15607,LOW,libmagickwand-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2023-34152,https://avd.aquasec.com/nvd/cve-2023-34152,LOW,libmagickwand-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2025-55160,https://avd.aquasec.com/nvd/cve-2025-55160,LOW,libmagickwand-dev,8:7.1.1.43+dfsg1-1+deb13u2,
CVE-2022-0563,https://avd.aquasec.com/nvd/cve-2022-0563,LOW,libmount-dev,2.41-5,
CVE-2022-0563,https://avd.aquasec.com/nvd/cve-2022-0563,LOW,libmount1,2.41-5,
CVE-2025-6141,https://avd.aquasec.com/nvd/cve-2025-6141,LOW,libncurses-dev,6.5+20250216-2,
CVE-2025-6141,https://avd.aquasec.com/nvd/cve-2025-6141,LOW,libncurses6,6.5+20250216-2,
CVE-2025-6141,https://avd.aquasec.com/nvd/cve-2025-6141,LOW,libncursesw6,6.5+20250216-2,
CVE-2017-14988,https://avd.aquasec.com/nvd/cve-2017-14988,LOW,libopenexr-3-1-30,3.1.13-2,
CVE-2017-14988,https://avd.aquasec.com/nvd/cve-2017-14988,LOW,libopenexr-dev,3.1.13-2,
CVE-2016-10505,https://avd.aquasec.com/nvd/cve-2016-10505,LOW,libopenjp2-7,2.5.3-2.1~deb13u1,
CVE-2016-9113,https://avd.aquasec.com/nvd/cve-2016-9113,LOW,libopenjp2-7,2.5.3-2.1~deb13u1,
CVE-2016-9114,https://avd.aquasec.com/nvd/cve-2016-9114,LOW,libopenjp2-7,2.5.3-2.1~deb13u1,
CVE-2016-9115,https://avd.aquasec.com/nvd/cve-2016-9115,LOW,libopenjp2-7,2.5.3-2.1~deb13u1,
CVE-2016-9116,https://avd.aquasec.com/nvd/cve-2016-9116,LOW,libopenjp2-7,2.5.3-2.1~deb13u1,
CVE-2016-9117,https://avd.aquasec.com/nvd/cve-2016-9117,LOW,libopenjp2-7,2.5.3-2.1~deb13u1,
CVE-2016-9580,https://avd.aquasec.com/nvd/cve-2016-9580,LOW,libopenjp2-7,2.5.3-2.1~deb13u1,
CVE-2016-9581,https://avd.aquasec.com/nvd/cve-2016-9581,LOW,libopenjp2-7,2.5.3-2.1~deb13u1,
CVE-2018-16376,https://avd.aquasec.com/nvd/cve-2018-16376,LOW,libopenjp2-7,2.5.3-2.1~deb13u1,
CVE-2019-6988,https://avd.aquasec.com/nvd/cve-2019-6988,LOW,libopenjp2-7,2.5.3-2.1~deb13u1,
CVE-2016-10505,https://avd.aquasec.com/nvd/cve-2016-10505,LOW,libopenjp2-7-dev,2.5.3-2.1~deb13u1,
CVE-2016-9113,https://avd.aquasec.com/nvd/cve-2016-9113,LOW,libopenjp2-7-dev,2.5.3-2.1~deb13u1,
CVE-2016-9114,https://avd.aquasec.com/nvd/cve-2016-9114,LOW,libopenjp2-7-dev,2.5.3-2.1~deb13u1,
CVE-2016-9115,https://avd.aquasec.com/nvd/cve-2016-9115,LOW,libopenjp2-7-dev,2.5.3-2.1~deb13u1,
CVE-2016-9116,https://avd.aquasec.com/nvd/cve-2016-9116,LOW,libopenjp2-7-dev,2.5.3-2.1~deb13u1,
CVE-2016-9117,https://avd.aquasec.com/nvd/cve-2016-9117,LOW,libopenjp2-7-dev,2.5.3-2.1~deb13u1,
CVE-2016-9580,https://avd.aquasec.com/nvd/cve-2016-9580,LOW,libopenjp2-7-dev,2.5.3-2.1~deb13u1,
CVE-2016-9581,https://avd.aquasec.com/nvd/cve-2016-9581,LOW,libopenjp2-7-dev,2.5.3-2.1~deb13u1,
CVE-2018-16376,https://avd.aquasec.com/nvd/cve-2018-16376,LOW,libopenjp2-7-dev,2.5.3-2.1~deb13u1,
CVE-2019-6988,https://avd.aquasec.com/nvd/cve-2019-6988,LOW,libopenjp2-7-dev,2.5.3-2.1~deb13u1,
CVE-2011-4116,https://avd.aquasec.com/nvd/cve-2011-4116,LOW,libperl5.40,5.40.1-6,
CVE-2023-37769,https://avd.aquasec.com/nvd/cve-2023-37769,LOW,libpixman-1-0,0.44.0-3,
CVE-2023-37769,https://avd.aquasec.com/nvd/cve-2023-37769,LOW,libpixman-1-dev,0.44.0-3,
CVE-2021-4214,https://avd.aquasec.com/nvd/cve-2021-4214,LOW,libpng-dev,1.6.48-1,
CVE-2021-4214,https://avd.aquasec.com/nvd/cve-2021-4214,LOW,libpng16-16t64,1.6.48-1,
CVE-2020-24890,https://avd.aquasec.com/nvd/cve-2020-24890,LOW,libraw23t64,0.21.4-2,
CVE-2017-13716,https://avd.aquasec.com/nvd/cve-2017-13716,LOW,libsframe1,2.44-3,
CVE-2018-20673,https://avd.aquasec.com/nvd/cve-2018-20673,LOW,libsframe1,2.44-3,
CVE-2018-20712,https://avd.aquasec.com/nvd/cve-2018-20712,LOW,libsframe1,2.44-3,
CVE-2018-9996,https://avd.aquasec.com/nvd/cve-2018-9996,LOW,libsframe1,2.44-3,
CVE-2021-32256,https://avd.aquasec.com/nvd/cve-2021-32256,LOW,libsframe1,2.44-3,
CVE-2025-11081,https://avd.aquasec.com/nvd/cve-2025-11081,LOW,libsframe1,2.44-3,
CVE-2025-11082,https://avd.aquasec.com/nvd/cve-2025-11082,LOW,libsframe1,2.44-3,
CVE-2025-11083,https://avd.aquasec.com/nvd/cve-2025-11083,LOW,libsframe1,2.44-3,
CVE-2025-11412,https://avd.aquasec.com/nvd/cve-2025-11412,LOW,libsframe1,2.44-3,
CVE-2025-11413,https://avd.aquasec.com/nvd/cve-2025-11413,LOW,libsframe1,2.44-3,
CVE-2025-11414,https://avd.aquasec.com/nvd/cve-2025-11414,LOW,libsframe1,2.44-3,
CVE-2025-1147,https://avd.aquasec.com/nvd/cve-2025-1147,LOW,libsframe1,2.44-3,
CVE-2025-1148,https://avd.aquasec.com/nvd/cve-2025-1148,LOW,libsframe1,2.44-3,
CVE-2025-1149,https://avd.aquasec.com/nvd/cve-2025-1149,LOW,libsframe1,2.44-3,
CVE-2025-11494,https://avd.aquasec.com/nvd/cve-2025-11494,LOW,libsframe1,2.44-3,
CVE-2025-11495,https://avd.aquasec.com/nvd/cve-2025-11495,LOW,libsframe1,2.44-3,
CVE-2025-1150,https://avd.aquasec.com/nvd/cve-2025-1150,LOW,libsframe1,2.44-3,
CVE-2025-1151,https://avd.aquasec.com/nvd/cve-2025-1151,LOW,libsframe1,2.44-3,
CVE-2025-1152,https://avd.aquasec.com/nvd/cve-2025-1152,LOW,libsframe1,2.44-3,
CVE-2025-1153,https://avd.aquasec.com/nvd/cve-2025-1153,LOW,libsframe1,2.44-3,
CVE-2025-1176,https://avd.aquasec.com/nvd/cve-2025-1176,LOW,libsframe1,2.44-3,
CVE-2025-1178,https://avd.aquasec.com/nvd/cve-2025-1178,LOW,libsframe1,2.44-3,
CVE-2025-1180,https://avd.aquasec.com/nvd/cve-2025-1180,LOW,libsframe1,2.44-3,
CVE-2025-1181,https://avd.aquasec.com/nvd/cve-2025-1181,LOW,libsframe1,2.44-3,
CVE-2025-1182,https://avd.aquasec.com/nvd/cve-2025-1182,LOW,libsframe1,2.44-3,
CVE-2025-11839,https://avd.aquasec.com/nvd/cve-2025-11839,LOW,libsframe1,2.44-3,
CVE-2025-11840,https://avd.aquasec.com/nvd/cve-2025-11840,LOW,libsframe1,2.44-3,
CVE-2025-3198,https://avd.aquasec.com/nvd/cve-2025-3198,LOW,libsframe1,2.44-3,
CVE-2025-5244,https://avd.aquasec.com/nvd/cve-2025-5244,LOW,libsframe1,2.44-3,
CVE-2025-5245,https://avd.aquasec.com/nvd/cve-2025-5245,LOW,libsframe1,2.44-3,
CVE-2025-7545,https://avd.aquasec.com/nvd/cve-2025-7545,LOW,libsframe1,2.44-3,
CVE-2025-7546,https://avd.aquasec.com/nvd/cve-2025-7546,LOW,libsframe1,2.44-3,
CVE-2025-8225,https://avd.aquasec.com/nvd/cve-2025-8225,LOW,libsframe1,2.44-3,
CVE-2022-0563,https://avd.aquasec.com/nvd/cve-2022-0563,LOW,libsmartcols1,2.41-5,
CVE-2021-45346,https://avd.aquasec.com/nvd/cve-2021-45346,LOW,libsqlite3-0,3.46.1-7,
CVE-2021-45346,https://avd.aquasec.com/nvd/cve-2021-45346,LOW,libsqlite3-dev,3.46.1-7,
CVE-2013-4392,https://avd.aquasec.com/nvd/cve-2013-4392,LOW,libsystemd0,257.8-1~deb13u2,
CVE-2023-31437,https://avd.aquasec.com/nvd/cve-2023-31437,LOW,libsystemd0,257.8-1~deb13u2,
CVE-2023-31438,https://avd.aquasec.com/nvd/cve-2023-31438,LOW,libsystemd0,257.8-1~deb13u2,
CVE-2023-31439,https://avd.aquasec.com/nvd/cve-2023-31439,LOW,libsystemd0,257.8-1~deb13u2,
CVE-2021-35331,https://avd.aquasec.com/nvd/cve-2021-35331,LOW,libtcl8.6,8.6.16+dfsg-1,
CVE-2017-16232,https://avd.aquasec.com/nvd/cve-2017-16232,LOW,libtiff-dev,4.7.0-3+deb13u1,
CVE-2018-10126,https://avd.aquasec.com/nvd/cve-2018-10126,LOW,libtiff-dev,4.7.0-3+deb13u1,
CVE-2022-1210,https://avd.aquasec.com/nvd/cve-2022-1210,LOW,libtiff-dev,4.7.0-3+deb13u1,
CVE-2025-8176,https://avd.aquasec.com/nvd/cve-2025-8176,LOW,libtiff-dev,4.7.0-3+deb13u1,
CVE-2025-8177,https://avd.aquasec.com/nvd/cve-2025-8177,LOW,libtiff-dev,4.7.0-3+deb13u1,
CVE-2025-8534,https://avd.aquasec.com/nvd/cve-2025-8534,LOW,libtiff-dev,4.7.0-3+deb13u1,
CVE-2017-16232,https://avd.aquasec.com/nvd/cve-2017-16232,LOW,libtiff6,4.7.0-3+deb13u1,
